,comment,label
375,He did like millions of Mexicans and other illegals have done. Used a dead person number or made up a number. Some even use their children number if they were born in the U.S. A fake social security card in Phoenix runs about $100,2
376,"713 Hart Senate Office Building In Massachusetts – where Obama attended Harvard Law School – we find three addresses, all using the 042 Social Security number. After Obama was elected to the United States Senate in 2005, he moved into an apartment at 300 Massachusetts Ave NW; the Social Security number attached to that address is the 042 one. Yet, three years later, Obama used a different Social Security number for an address listed as",0
377,"My Bro is our PD's volunteer Spanish Interpreter and he's on call 24/7. A while back he was called out in the middle of night to help identify an highly intoxicated suspected illegal, who had just caused a very serious auto accident. After several cups of coffee, he able to ascertain this man was from Honduras and had been deported twice before. So, the PD's officer in charge calls ICE and request his pick up,..which is Promptly Denied They said "" sober him up and turn loose"" Now ,that's Simply amazing and true Where is our government?",2
378,Vote Republican 2016,0
379,OBAMA IS AN ILLEGAL ALIEN THE SS# HE USES IN THE WHITE HOUSE WAS ISSUED IN CONNECTCUT IN LIKE 1898 TO A FRENCH NATIONAL THAT BECAME A CITIZEN HERE MOVED TO HAWAII IN 1960 AND DIED IN 1961...... OBAMMA BORN IN BRITISH REPUBLIC OF THE CONGO IN 1961 AND MOVED HERE ILLEGALLY AND GRANDMOTHER OF WHITE MOTHER WAS THE ONE IN HAWAII THAT COLLECTED AND DESTROYED SS# 'S OF DEAD PEOPLE....... FIGURE IT OUT FROM THERE,2
380,"We, the Americans Know u r a insurgent p o s NOW. Social Security started when u foreign p o s?",0
381,Someone had a social security number issued to them in 1898? You sure? LOL,0
382,He means the person who originally had that ss# was born in 1898.,0
383,maybe date is wrong but facts are facts he is illegal as a belly boarder crawlin mexitrash,2
385,Who came up with this crap of sancuary cities anyway?,0
386,"Liberals, who else?",0
387,I was kinda hoping for name or names. Maybe I'll google it later.,0
388,"""DEMOCRATS""",2
389,"Cut off Federal funding and arrest anyone getting in the way for aiding and abetting, obstruction of justice and everything else that might stick.",0
390,"I know a Scotsman who was deported for overstaying visa one day, he was at the departure area of LAX leaving the country and is now barred from returning, he is a security consultant for people working abroad and is married to an American, the reason for the harsh treatment can only be because he is white. This is the world you liberals are making for yourself.",0
391,HE WAS WHITE AND SPOKE ENGLISH,2
392,"These people need to be deported and shot if they come back. Also, the people aiding and abetting the illegal aliens need to go directly to jail, behind the bars",2
393,Its failing has failed to remove any illegals period there all criminal,2
394,Any U.S. Citizen voting for Hillary Clinton is the intellectual equivalent of a chicken rooting for Colonel Sanders.,0
395,"I case you haven't noticed nothing works under Dim. control. What is it about the word ""illegal"" Dim's do not understand? Why do we write laws that are not enforced? Vote Trump",2
396,"Hillary's support of Sanctuary cities is about as bad as her support for BlackLivesMatter. How do you help fix any social injustices by burning down you own city and randomly attacking white people on the streets? Someone please explain to me how that works. Remember BLM was invited to the White House by Obama. Again, how does that work when five police officers lost their lives protecting BLM protesters in Dallas and Hillary refused to seek the endorsement of the Fraternal Order of Police. How does that work? Perhaps a Hillary supporter would like to explain. Even at the DNC convention when a silent prayer was taking place BLM people in the audience jeered during the silent prayer for the fallen officers. Please Hillary supporters explain that one to me. We need law and order in this country. No US citizen black, white, Latino, Asian, has the right to destroy people property without consequences. But it's okay if you are black protesting about a criminal with a gun who refused to put down his gun and was shot and killed by police. What would you have done?",2
397,Vote DemoKKKrat 2016,2
398,Bigot Shalom,0
399,CLM. Citizens Lives Matter,0
400,WELL PUT,0
401,"mcd All lives matter Mr. Obama and Mr. Johnson, not just your future democrats here illegally.",2
402,"mcd NOT ALL,,,,,,, ILLEGALS CRMINALS AND MUSLIMS NOT SO MUCH",2
403,"Obama does not want illegal criminals deported, PERIOD One of his reason is because his uncle would then be deported instead of being given a free pass to commit more crimes. His uncle is protected, ICE has been ORDERED to stay away from him, and local law enforcement has been told they are not to arrest him or harass him anymore. Look it up, this is true.",2
405,. Wrong. Social security started when??,0
406,"Should be a bounty for civilians who apprehend and turn over illegals to ICE. They say they have to few agents, this would hugely expand the forces on the street. Of course, there needs to be total E-verify compliance enforced to prevent undocumented people from holding jobs. If we want to enforce our immigration laws we can, but the facts are we as a society do not have the political will to do so. I suspect in 50 years the U.S.A. as a true s,overeign nation will have been so diluted as to not exist.",0
407,CREATE JOBS A NEW BOUNTY HUNTER WANTED DEAD OR ....... ALIVE/ NOT SO MUCH,0
408,"If you are in Mexico working illegally any Mexican can arrest you, law enforcement personnel or not.",0
410,SUPRISIED MEXICO HAD ON OLYMPIC TEAM.......... THOUGHT EVERYONE THAT COULD RUN JUMP AND SWIM WAS ALREADY IN AMERICA,2
411,"That joke was brough up earlier but later deleted. It's an old one, but props on bringing it up during the olympics, that makes it more contemporary.",0
412,"LOL YA I STILL LIKE IT THOUGH DIDNT SEE IT BEFORE IT WAS DELETED,,, SOMEONE ELSE HAS A GREAT MIND LOL",0
413,Fence-climbing hasn't been recognized as an Olympic event......,2
414,"Eh, depends on your interpretation of fencing.",0
416,"DemocRats love illegals ,,, & why you may ask?,, because they can round them up and have them vote in elections. Only Grubers believe there is no voter fraud, yes the dead do vote in Chicago",2
417,"That's because the leftist media refused to report it. In the minds of the liberal lemmings, if mediamatters didn't report it, it never happened.",0
418,AND EVERYWHERE ELSE IN DUMMYCRAP DISTRICTS THE DEAD VOTE,2
419,Government can't take care of anything. It's time to do away with it all and farm every section out to private sector. Government jobs are all friends and family of mostly unqualified people including President. They make too much money after year jobs are tenured and you can't get rid of them. All they can do is move them to another section and keep paying them for nothing while their job position automatically get step increases. The bigger the government gets the worse our country functions and the worse off the public is.,0
420,Sanctuary is a function of the Catholic Church. States are not suppose to impose their Religion over the citizens of the US. The people under Sanctuary are suppose to be housed and remain on Church Grounds. At the expense of the Church. Until a determination of resolve between the State and Church can be made concerning the individual. An individual that leaves the Church grounds is subject to the full extent of the Law. The State is liable for the damages caused by the imposing of the Catholic Religion on the people.,0
421,"When the blatant anti- Christian asault by the Administration and Democrats at every level is ceased then some credence can be accorded to the ""sanctuary"" argument. SANCTUARY cities are run by virulent secularists and Liberals. They are a recruiting ground for ILLEGAL voters and a means to bolster the population for districting purposes. Sadly the American catholic Church is only afactor when some Liberal tenet can be contrived, If the Catholic Church had any real clout every legislator,Pelosi and Biden comes to mind,purporting to be a Catholic and being supporters of any and all legislation supporting abortion and taxpayers paying for it would be publicly excommunicated. That has not happened and the Catholic Church is no longer the bastion of morals that could once influence elections. Sanctuary Cities are the creation of Liberals looking for support from legal minorities. RELIGIONhas nothing to do with it unless you are an amoral athiest...",2
422,"I think cutting off federal funds to cities who do not enforce current law is a dandy idea. Nothing would make them move faster to fix that sanctuary attitude of aiding and abeting illegals in the commission of a crime - staying here illegally, working here using false papers (fraud) or worse.",0
423,Sanctuary Is a place of refuge for Individuals that are appealing to the people of a State and not the State itself. A plea for personal protection in full recognition of their gilt in the breaking of the laws of a State. A safe zone of apprehension by the People for the protection of all. Where they can safely present their case of circumstances that led them to having no other alternative than to brake the States Laws. For when a State itself is involved in the granting of Sanctuary it is in conflict of interest to itself and the people thereof.,0
424,"The Obama administration counts the young girls that are kidnapped and sold into sexual slavery south of the border, those that die in the desert and drown in the Rio Grande as deportations  LTFOL",2
425,"This big O has truly created a national crisis.... This administration the Demoncrats not to be confused with the honorable but few democrats left, and their supporters are continuing to destabilize the country of America and its good people.... THE PEOPLES CHOICE...CEO / LAW & ORDER PRESIDENT DONALD TRUMP IS THE ONLY SANE , COMPETENT , AND CURRENTLY RESPECTED VOICE OF THE AMERICAN POPULATION AND IT'S BEEN EVIDENT SINCE HE HAS BEEN RUNNIG FOR OFFICE THE COUNTRY HAS BEEN CHANGING BECOMING MORE FREE , MORE PATRIOTIC, AND CONTENT WITH A REAL LEADER AND ADMINISTRATOR TELLING THEM THE TRUTH AND SUPPOING THEIR BELIEF IN JUSTICE AND FAITH IN THE FUTURE OF OUR AMERICA...TRUMP HAS A GREATER POSITIVE EFECT AND AMERICAN.... REAL PEOPLE BASED ...FACT NOT FICTION POLICY GOING FORWARD FOR REAL PEOPLE IMPACT ON TODAYS AMERICA OUTSIDE THE OFFICE THAN big O has ever accomplished in the office dividing , undermining , and over talking the PEOPLE OF AMERICA AND ITS GOVERNING CONSTITUTIONAL PRINCIPLES....WE WILL MAKE AMERICA GREAT AGAIN",0
426,THERE ARE HONORABLE DUMMYCRAPS ???????? ISNT THAT AN OXYMORON???,2
427,"And by ""Dangerous Illegal Immigrants"", they mean, ""Democratic voters"".",2
428,Don't forget the dead also,0
429,Liberals are brain-dead. Does that count?,0
430,pulse or no pulse there registered.,0
431,Demrats,0
432,Dems shouldn't be allowed to live in gated comunities,0
433,"OR LOCK DOORS OR USE CARS BUSSES PLANES TRAINS, LIMIT H2O USE AND NO GUNS OR BODY GUARDS FORCE THEM TO LIVE AND TAKE CARE OF VIOLENT ILLEGALS AND MUSLIMS.......... NONE WOULD BE DUMMYCRAPS FOR LONG,,,,,, OH YA FORCE THEM TO WORK AND GIVE THE MONEY TO THE GOV. NO WELFARE, EBT, FREE HOUSING ETC.......",2
434,Liberals are good at spending OTHER people's money.,0
435,They will give away anything they don't own.,0
436,If all it took to fix illegal immigration was burn down some liquor and clothing stores and beat up whites randomly by mob violence Democrats would of already fixed it. cincyman Tired of law enforcement based upon political correctness? Then make sure you vote. And vote for Trump.,2
437,"I think the maximum age to abort a liberal should be 40 years old. After that age, all the drugs and alcohol will tear them down fast anyway",0
438,Clearly the will of The People doesn't matter. This is what happens when Liberals are in control. End the madness...TRUMP / PENCE 2016,0
439,Democrats sure can't fix anything and they sure can keep information secure but they sure can empty a liquor store and burn it to the ground completely easy enough.,2
440,Single Payer Healthcare is just around the corner. Conservative Healthcare is failing. We must go to a pure Government solution,0
441,And bankrupt the Nation...,0
442,And every penny of it will end up in THEE Foundation,0
443,<<< Ok Adolph. When did you get off your meds...or into this country for that matter,0
444,LOL. How's Obamacare been doing so far? Shows you how much a gov't healthcare program works.Quick summary since you seem to have missed it,0
445,"HSA were brought into play during the Bush years, and it is still the only viable health plan. The government failed with the mail system, why on earth do you think they can get the health care right?",0
446,THINK THE GOV WILL TAKE CARE OF YOU???? LOOK AT THE AMERICAN INDIAN...... HENERY FORD,0
447,"A wise Indian chief once said, ""Sure you can trust the government"". He only said it once......And he wasn't considered very ""wise"" any more.",0
448,THAT'S RIGHT,0
449,Just like they have in Venezuela?,0
450,A DEATH SENTENCE IS THE ONLY CURE FOR STUPIDITY,0
451,CASE IN POINT SEAN REED,0
452,we need to hang all the illegal vermin. Starting with the ones that don't have birth certificates that are real.,2
453,Liberals = protecting the criminals and hanging American citizens out to dry,2
454,Are you tired of the liberals coddling illegals and criminals? Then make sure you vote - for Trump.,2
455,and anyone who backs him,0
456,"I remember when I lived in LA several years ago. The Hispanics wanted to make a statement about how much they were ""needed"" to do all the jobs. So they had what they called ""Day without a Mexican"" where they all stayed home from work in protest. Totally backfired on them. There was no traffic on the freeways (unheard of in LA), all the businesses functioned without issue, and all the white people asked when they were gonna have another one.",0
457,YEAH BUT AT LEAST THE MEX'S ARE WILLING TO WORK AND NOT BECOME PROUD LIBERAL CRIMINALS LIKE SO MANY BLACKS ARE EXHIBITING,2
458,US citizens are just collateral damage in the Lefts quest to make America brown...,2
459,"So, according to my federal government, it's OK to refuse to cooperate with ICE to turn over illegal aliens for deportation and it's not OK for local and state governments to round up illegal aliens running amok in the streets of their cities for deportation? I see the problem.... My Federal Government Good thing I can vote",2
460,"We are in a situation we cannot vote ourselves out of. Propaganda has control of women's minds, the only solution is armed resistance against anything related to the Federal Govt.",2
461,"By law, local law enforcement agencies are supposed to turn illegal immigrants over to the feds for deportation when they are due to be released from custody, but illegal immigration advocates say the policy violates the subject’s civil rights. What ""civil rights"" do non-citizens in this country? None",0
462,"Don't do anything until Trump gets in. Then we can clean house of illegals, and sentence them to Building the Wall and then make sure they are on the Mexican side when it is complete. Its a Win Win",2
463,LOVE THE IDEA,0
464,"Jeh Johnson is another political hack. Here in Arizona we are flooded with illegal immigrant criminals and the only law enforcement agency to take action, Sheriff Joe Arpaio's Maricopa County Sheriff's Office, has been stopped from his program to weed out these felons. It seems to me that it would benefit the supporters of Mexican and Central American immigration to remove the felons from their neighborhoods but that doesn't appear to be the case. Congress needs to pass a bill to stop federal funding for sanctuary cities NOW It's interesting that liberals want more federal power but when it comes to issues like this they spout about LOCAL control. We cannot afford any more illegals. We need to get our own house in order before we go back to saving the world",2
465,Saving the World = Ridding America of Liberals,0
466,I love Sheriff Joe.,0
467,pushing 80 something and probably will get reelected. He is doing something right.,0
468,Get them out of here.........,2
469,"Obama to white working Americans ""FU""",0
470,"To ALL Americans workers ""except lawyers"" ""FU""",0
471,"""Good luck to the Mexican High Jump and Pole Vaulting teams...you're going to need it."" --Donald Trump",0
472,"It seems, most of our government is seriously broken. I recently witnessed 7 Seattle ""city workers"" standing around a hole watching a backhoe bucket work.",0
473,The person leaning in the flag was paid the most.,0
474,"That's an old one but props for bringing it up during the Olympics. It makes it contemporary. So, at least one like for style points.",0
475,"why did that comment get deleted. "" why don't Mexicans do well in the olympics",0
476,It could just be that he's a bit embarrassed. It happens. Or Fox could have deleted it. It happens.,0
477,"Stop screwing with the taxpayers safety and security. If you liberal police chiefs cant follow the law of the land, then its high time you find another occupation.",0
478,ANY illegal immigrant caught committing any crime or receiving any welfare should be immediately deported. Biometric scanned and informed if caught in USA without proper paperwork again will be on a trip to prison to work on chaingang fixing our roads etc. No if's ands or buts. Follow rules or suffer the consequences,0
479,White young women lives matter. Unless your ICE,2
480,Tired of all this liberal nonsense? Then make sure you vote - for Trump.,0
481,Q. How do you circumcise a liberal? A. Kick his boyfriend in the chin.,0
482,Ok we have a winner,0
483,Liberals backed by Liberal officials all deciding which laws they feel like following......They all belong in jail for participation in - and aiding and abetting criminal acts,0
484,The Voice of the Illegal Aliens is now louder then the American Peoples.,2
485,Thanks to the DNC.,0
486,We all knew this was happening. Now we better start checking the voting machines am sure Trump is right on voter fraud also.,0
487,How do you break up a riot in Milwaukee? Drop paternity tests from a helicopter into the crowd of thugs,2
488,Or drop job applications....,2
489,or work boots,2
490,They would just make paper airplanes out of them.,2
491,Criminal illegal aliens. Isn't that a little redundant? I can't believe how dumbed down this country has become.,2
492,Thank bill Clinton.,0
493,Time to vote out those who would put illegal aliens before the citizens of this country......,2
494,Globalization is only concerned with the Elite controlling the Commoners and everything else.,0
495,Q. How do you starve a Democrat? A. Hide his EBT card under his work shoes.,0
496,"You can't rob a democrat, all you can do is get your money back",0
497,Q. Why don't you run over a liberal on a bike? A. It's probably your bike.,0
498,Q. What do you call a liberal on a bike? A. Thief.,0
499,Globalization is only concerned with the Elite controlling the Commoners and everything else,0
500,Wasteful and ineffective programs - there's an extremely small number of murders in this country by released illegals . . .,2
501,There shouldn't be any Illegal is Illegal,2
502,That small number is too many.,0
503,"I wouldn't mind if the illegals murdered just liberals, that would be poetic justice.... but the murder of innocents (aka non-liberals) is intolerable.",2
504,Just read an article that says the murder rate for Illegals is 5 times higher,2
505,Yes by other illegals or Democrats.,2
506,what number will make you happy?,0
507,"Not true. First off over 300 convicted time served MURDERER illegals were RE RELEASED back into the UNited States......and over 100,000 Violent Felon illegals with them. All during Obama's time in office.",2
508,So you would rather live in a country that doesn't follow its own laws. That's called anarchy.,0
509,"One is just one too many, Chico.",2
510,"It's like in the movie ""The Help."" Those poor black people in the south didn't have any hope until that privileged white girl showed up and started the whole Civil Rights Movement",0
511,"This is an easy problem to fix. If you are one of these a-hole politicians or police chiefs unwilling to hand over dangerous criminals, and that dangerous criminal kills someone you are responsible for manslaughter and should be prosecuted as such. Period. No negotiation, no plea bargaining, none of it. You're responsible. Still want to harbor these folks? We as a people need to demand this. It's absolutely unacceptable, and a dereliction of their sworn duty to protect the public.",0
512,Charges should include but not be limitted to,0
513,if it were only that's simple....not that I don't agree...completely.,0
514,"Q. Why do they bury liberals 2 foot deep when they die? A. So they can still get a ""hand out"" BWAAAAA HAAAAA HAAAAA",0
515,You wasted time on that? Bwaa haa haa teabags got nothing.,0
516,<< got nothing?,0
517,There is No God. Santa Never Came Down the Chimney. There is too much senseless Violence.,0
518,and yet these fools still vote for Dems,0
519,"For and by Democrats it's ""Pittsburg STEAL""",0
520,Give money to freedom give to the George Soros Charity. Open Society is a freedom organization that works with all people wanting to be free.,0
521,"If you believe that, you've been deceived.",0
522,"""Give us all your money so we can make you rich and independent?""",0
523,"The only thing you liberals want ""free"" is your social programs that us conservatives pay for. Get a job, freeloader",0
524,"I paid $87,000 in taxes last year....How much did you pay?",0
525,Sure you did Skippy. Sure you did.,0
526,I own a ten year old successful small business. Something you only dream about.,0
527,yeah seanny you're dreams are a farce,0
528,Cooking meth seems to be working out for you. I paid around $40K.,0
529,Like I said....How much did you pay?,0
530,The only thing free in your society are herpes and hemorrhoids,0
531,so madame wookie wants to play too,2
532,"Epitomy of arrogance and sef-righteousness whose inner circles are Valerie Jarrett and bill Ayers, Rv Wright.....Ho w dare she sit in judgement..how dare she sit in the white house and verbally degrade it Where's your political correctness now? Time to move out Michelle",0
533,Michele Tarzans calling,2
534,"We have never had a spoiled, thankless, America-hating THING for a First Lady before this wicked witch.",2
535,Except Nancy Reagan.,0
536,"Deneen, how can you betray your black brothers and sisters? The First Lady channels Martin Luther King and you dare to sit there and deride her? What kind of person are you? You have the look of a mature beautiful young lady, but then you say the words that you do under the guise of religion with that religious symbol around your neck when clearly you do not take the words of the Sermon in the Mound to heart. I'm only White and I evidently know better than you about what you should know deeper than I can ever know. How much money is in your pocket from taking advantage of the selling out of your race? Those on the Conservative Right who don't embrace the light of day take great pleasure in your defection, and those of your race who are in poverty and lack opportunity because of the prejudice against them should haunt your dreams at night. And if you have an honest bone in your body. You will be haunted until the day you become honest with yourself about what you are doing. Shame on you Grow up",2
537,You took a lot of time to say nothing.,0
538,If Michelle is 'channeling' MLK then I want to change the channel. Never has he been cited as an excuse to base everything on skin color. AS SHE DOES.,0
539,Michelle is lying...Trump sad he wants to build a wall to keep the illegals out and he wants to deport the illegals currently in the US...he never said he wanted to deport those that are here legally. The Democrats need the illegals here to vote for them,2
541,Name Calling?... Poor little PC cupcakes... Can't bring themselves to mention Radical Islam Terrorist.,2
542,"and Hilary is innocent and says none of that.....NOT Michelle, shut your pie hole no cares what you think. Go redecorate something",0
543,"Moochelle Nobama takes swipe at Trump it sez. Trump better look out, apes have a long reach.",2
544,Racist much?,0
545,"just callin' a spade, a spade. oops",0
546,"""She also said Americans “don't build up walls to keep people out because we know that our greatness has always depended on contributions from people who were born elsewhere but sought out this country and made it their home."" Does she consider herself American or African-American or just African.....Was it not Michelle that said “People in this country are ready for change and hungry for a different kind of politics and … for the first time in my adult life I am proud of my country because it feels like hope is finally making a comeback.” Really? After benefiting from being a minority?",2
547,"Its funny how he bloviates about others not accepting him and anybody else thats frakish, yet doesn't he's doing the same thing",0
548,and progs never do anything hypocritical. Guess it takes a hypocrite to know one.,0
549,"This country has been paying for your families elaborate trips, while 1 in 6 children here in the United States go to bed hungry each nite..... millions of dollars spent (TAXPAYER MONEY) ON VACATIONS and all we hear is INCOME Equality..... that is a complete joke..... WAKE UP AMERICA.....",0
550,"My entire family including me, my wife, my kids and grandkids entire wardrobes could not be valued at $20,000.00- the amount the Obama girls paid for their individual party dresses. Many in America are ""waking up"" and are fed up with a government that works harder at seeing the wealthy get theirs while tens of millions of American men and women are out of work, while many who were at one time productive workers with homes for their families, families who participated in community and school activities and were working to achieve the American Dream has been pushed aside to allow immigrants, legal and illegal, to come here and work Obama and his administration has turned their backs on the American people and America Obama is quick to point our how many new jobs were created in America but ; he never points out how many were lost, how many of the jobs filled were filled with immigrant workers (his own Labor Department says 3 out of four jobs in America is being taken by immigrants (legal and illegal) or how many men and women who at one time had jobs have run out of unemployment benefits, can not get work and are no longer counted in the ""Official"" Unemployment numbers. He does not point out the massive, huge, and growing national debt that the nation has grown under his administration. Could it be Obama's endorsement of Hillary Clinton was done so history will have someone else to show as the worst president in our history? She has one of American politics worst personal records already; electing her president will end in disaster and Obama will no longer have to face the reputation of Americas Greatest Presidential failure and the books showing him as the worst president in our history confussed ""He's a fraud"" ""He's a thin skinned Fake"" What lets delete that",0
551,"I am sorry..did she actually say this...The first lady on Friday also said some people “act as if name-calling is an acceptable substitute for thoughtful debate, as if anger and intolerance should be our default state rather than the optimism and openness that have always been the engine of our progress."" Isn't President Obama the one that circumvents Congress whenever he wants to because they don't agree with him and he just signs an Executive Order that have on several occasions violated the Constitution?? If that isn't hypocritical I don't know what is....",0
552,"When that water buffalo and her ""hateful eight"" POS husband vacate the WH, we can be proud of America again",2
553,I spent 19 months in Vietnam I never saw a water buffalo that ugly. Former marine RVN 9-67 to 3-69 1st Amtrak @ Cau Viet & 2/9 Camp Carroll & Quang Tri,2
554,"Water buffalo, LOL, Perfect.",2
555,I bet the transvestites are elated that Michelle and her girls will never have to share a locker room or bathroom with them.,2
556,Does anyone care about anything about what she cares???? Diversity? How about TRASHY,2
557,"Trump "" What's Michele's dress size for a going away party, 18, 20, 22. My wife wears a 6, end of discussions""",0
558,"First ""Lady""? I beg to differ. That's no lady.",2
559,I will miss Michelle Obama- ski when she leaves the White House... NOT,0
560,"She really needs to explain how she got a high paying job with the U of Chicago Hospital when her husband became Senator, for which she had no qualifications. She really helped the poor--her job was to send them to other hospitals so the U of Chicago Hospital did not have to pay for their care. Good job Michelle. I hope you are packing.",0
561,"it's called a No Work Contract, which is big bucks going to a person that has a free ride....NWCS are very popular in Chicago, some others call NWCS....money laundering.",0
562,"And her job was so important that when she left, they did not put anyone else in it. I wish I could get so much free money for being black.",2
563,She should had taken at least one against her husband for being the worst president in U.S. history,0
564,"well she should add that not only slaves built the white house. An irish born immigrant was the architect, with a team of free men (african and european), with some slaves. If we are being honest.",0
565,You are being honest. She is not.,0
566,pot calling kettle black...,0
567,"Do the Democrats plan on drafting her for the nomination if Bizaro, I mean Hillary is indited? They seem to really like putting her out to the public.",0
568,ONLY SHE IS BETTER OFF.......FOR THE LAST 7.5 YEARS.........,0
569,"If she believes what she says, she should publicly condemn the ""anger and intolerance"" liberals inflicted on Trump supporters in San Jose, CA. But, we all know she will not.",0
570,That silver back NEVER looks good,2
571,After eight years she finally comes out of the woodwork? She should stick to screwing up school lunches for the little kids.,0
572,Monkey face... man she is scary.,2
573,I want a Bumper Sticker with mooch-elles face stating does this A55 make my truck look fat?,2
574,Just curious...why do or should we care what she has to say?,0
575,'Good question...,0
576,"Michelle, the lady,who got a free ride all her life because of her color, but wasn't n proud to be an American until her husband got elected President, isn't qualified to judge Trump.",2
577,Spoken like a true Wookie.,2
578,"Is it me or does she also look like ""The Grinch Who Stole Christmas?""",2
579,"Here's the thing, for me, on immigration. It's like having company at your home. Guests arrive at your front door, they knock, you let them in. Maybe you offer them a beverage, have a nice chat. If those same people broke into your home, damaged your home, and treated you like garbage, you would defend your home. You would not invite them back. For over 200 years, we have had guests come to our American front door. We've invited them in, helped them get settled, made them part of our great American Family. That's who we are. But the criminals who insist on breaking down the back door to get in illegally, and then expect the rest of us to just say it's OK, are just not welcome. Go to the front door, knock, and we'll let you in. Otherwise, go home.",0
580,"Well written, outstanding , please forward to Trump ad let him use it.",0
581,"At least trump has a wife that is easy on the eyes, MOOCHELL makes is so hard to look at.. just hideously ugly..",2
582,"Oh, come on. Pathetically uncalled for / inappropriate.",0
583,"Sorry - just playing the game of Politics Liberals developed, and I guess I hit a nerve, called the truth?",0
584,"My point was she can't help the genetic ""cards"" she was dealt any more than you or I (or anyone else) can. Carve her up on her totally B.S. liberalbeliefs. THOSE she can be held responsible for/criticized for legitimately...",0
585,"""She also said Americans “don't build up walls to keep people out..."" We DON'T. We build ""walls"" to keep illegal - illegal - illegal aliens out. The woman is a completely CLUELESS, pro-illegal immigration, leftyTOOL.",2
586,"She lives behind a wall guarded by guys with guns, and lectures the rest of us.",0
587,"Yeeeeup. (Actually, it's a fence, isn't it?)",0
588,"This is at a college commencement speech? So rather than making the day about them, it was about Trump? Inappropriate....and tacky.",0
589,"The Obamas have no shame. Shouldn't she be providing advice to those who are about to start their new lives? Instead, she is just trying to further the democrat agenda.",0
590,Woman doesn't know here place.,2
591,If you ever see her interact with Barack...she definitely wears the pants,0
592,and a strap on,2
593,"Jesus, can she not really find her way to the back of the bus again?",2
594,Obama did not show any dignity when he was the commencement speaker at the Rutgers University in NJ,0
595,"It seems that you and some others prefer to give graduates fluff instead of what is actually going on. Considering how many don't bother enough with what is real to dump Trump...what more is there to be said? Except we would be a lot better off doing more sorting out of what is real, especially graduates.",0
596,"Donald Trump supporters - maketheunitedstatesgreatagain.com has a Trump style hat in Republican Red for every US State Get yours today, shipping from east coast, USA. Listed vendor to Trump Campaign. Hat of the day - MAKE WASHINGTON GREAT AGAIN",0
597,"Question? Hasn't any other First Lady taken swipes at their opponent Party's presidential candidates? For goodness sake, this is a College Commencement speech show just a little class Michele. This again reveals her lack of grace and integrity as our nation's First Lady.",0
598,"The First Lady Man is just a little bit ticked off at The Donald because if he is elected, his wife will be 1 million times more celebrated than was Michael. He/she is green with envy. Don't doubt me",2
599,michele obama came out from Kitchen??Is beter to stay there and take brother Trumpet with her,2
600,She gives a commencement speech at a college that has a 9.6% 4 year graduation rate. Well done.,0
601,I think that is probably one more commencement speech than you have given,0
602,Methuen   OSYM's comment is relevant. Yours is not.,0
603,and 1 more then you have ever heard,0
604,"Well, you have to understand that black students can't be expected to understand things about American culture. Because they are from Africa and they don't speak the language. Also, slavery has kept them down, has shut them out, and has left them wholly unable to compete with others in society. And if you're buying this, be sure and let me know how to contact you so that I can show you some prime oceanfront property that I have available on the cheap in downtown Memphis Tennessee. You can have your choice of Atlantic or Pacific Ocean.",2
605,"dont forget the 20 TRILLION DOLLARS SPENT ON THE SOCIAL PROGRAMS ,SUPPOSE TO HELP THE DOWNTRODDEN BUT WENT TO LINE THE POCKET OF THOSE IN WASHINGTON.",0
606,"First of all she was only tapped to give a commencement speech because she was lucky enough to be married to the man who was not qualified to be POTUS, but was voted in anyway, twice. Either people who come to the US undercover illegally are breaking the law or not. Which is it Michelle? If they aren't criminals then why have immigration laws at all? At your suggestion of a wall being built to keep ""different"" people out, whey don't we just do away with the entire immigration dept. and save money and let everyone in that wants to come. The catch will be that they will be dumped in your new tony D.C. neighborhood, living next to you, going to school with your daughters, and coming over for coffee each morning. Then maybe you can be proud for the second time in your life of America. January 2017 can't come soon enough, bon voyage baby",0
607,The reason Trump supporters have such anger is the result of Michells husband..,0
608,How much does the U.S. owe China ? That's HIS results. I'd keep my mouth shut if I were you.,0
609,"4 Trillion, not including 300,000 Million in interest per year..",0
610,"This is what democrats have given us all through "" affirmative Action"" . A bunch of socialist libertards.. Minorities now hold more positions of power than the majority. What could possibly go wrong ?? (sarc)",2
611,This family is the worst to ever reside in the White House. Have they no shame? Obama who refused to apologize to Pearl Harbor victims apologizes to the country that killed them. What a most reprehensible act.,0
612,I hear that this dude Michelle plows Bong hit Barry on a nightly basis,2
613,"Truly unbelievable that a sitting president, and his wife, are taking shots at a nominee Yet another disgraceful action by our JV president. What a joke....",0
614,"Married to the worst president in history of this country , she really should take a look around the WH and see how Oblunder the wonder has divided this country.",0
615,Horse tooth jungle creaturrrrre,2
616,Moooooochel ought to be wiping not swiping her own $,2
617,That gutter trash has a lot of crust taking a swipe at anyone.,2
618,She needs to focus on WIPING not SWIPING.,2
619,"No, get it right. It's not Michelle, but in reality MICHAEL Obama. She is a he.",2
620,Is that the reason buckwheat pass the lgbt bill with the help of the other gay scotus for his dude.,2
621,"So the transgender bathroom idea came to Obama from ""experience"" at home?",2
622,When you don't know whether to stand or sit then you might not know where to take a… Dump,2
623,"Makes sense now, I wondered why they always were on separate planes, the same person can't fly together..",0
624,No one cares what that race baiting ugly dude in a dress has to say.,2
625,"She is just as bad, if not worse than her husband. Good riddance to them both",0
